id_transakcji,Data,Rodzaj transakcji,koszt,id_wizyty jeśli wizyta
2042,2020-06-16,kontrolna,40,2227
2043,2020-06-16,kroplówka witaminowa,50,2228
2044,2020-06-16,eutanazja,200,2229
2045,2020-06-16,szczepienie,30,2230
2046,2020-06-16,kroplówka witaminowa,50,2231
2047,2020-06-16,testy alergiczne,150,2232
2048,2020-06-16,zabieg higieniczy duży,80,2233
2049,2020-06-16,chipowanie,60,2235
2050,2020-06-16,badanie krwi,60,2236
2051,2020-06-16,zabieg higieniczy duży,80,2237
2052,2020-06-16,kontrolna,40,2240
2053,2020-06-16,badanie krwi,60,2241
2054,2020-06-16,Kompleksowy zestaw badań,250,2242
2055,2020-06-16,zabieg chirurgiczny drobny,100,2244
2056,2020-06-16,konsultacja chirurgiczna,40,2245
2057,2020-06-16,konsultacja chirurgiczna,40,2248
2058,2020-06-16,operacja pod narkozą,450,2249
2059,2020-06-16,operacja w znieczuleniu częściowym,400,2251
2060,2020-06-17,antykoncepcja,150,2252
2061,2020-06-17,Kompleksowy zestaw badań,250,2253
2062,2020-06-17,chipowanie,60,2254
2063,2020-06-17,badanie krwi,60,2255
2064,2020-06-17,EKG,80,2256
2065,2020-06-17,zabieg higieniczny drobny,50,2257
2066,2020-06-17,RTG,80,2258
2067,2020-06-17,zabieg higieniczy duży,80,2259
2068,2020-06-17,kontrolna,40,2260
2069,2020-06-17,antykoncepcja,150,2261
2070,2020-06-17,konsultacja chirurgiczna,40,2262
2071,2020-06-17,zabieg chirurgiczny drobny,100,2263
2072,2020-06-17,konsultacja chirurgiczna,40,2264
2073,2020-06-17,zabieg chirurgiczny drobny,100,2265
2074,2020-06-17,konsultacja chirurgiczna,40,2266
2075,2020-06-17,zabieg chirurgii wewnętrznej,300,2267
2076,2020-06-17,konsultacja chirurgiczna,40,2268
2077,2020-06-17,konsultacja chirurgiczna,40,2269
2078,2020-06-17,konsultacja chirurgiczna,40,2270
2079,2020-06-17,zabieg okulistyczny,200,2271
2080,2020-06-18,testy alergiczne,150,2273
2081,2020-06-18,RTG,80,2274
2082,2020-06-18,eutanazja,200,2275
2083,2020-06-18,wydanie paszportu,100,2276
2084,2020-06-18,USG,100,2277
2085,2020-06-18,Kompleksowy zestaw badań,250,2278
2086,2020-06-18,USG,100,2280
2087,2020-06-18,zabieg ortopedyczny,200,2281
2088,2020-06-18,badanie krwi,60,2282
2089,2020-06-18,testy alergiczne,150,2284
2090,2020-06-18,RTG,80,2285
2091,2020-06-18,EKG,80,2286
2092,2020-06-18,chipowanie,60,2287
2093,2020-06-18,konsultacja chirurgiczna,40,2288
2094,2020-06-18,operacja pod narkozą,450,2291
2095,2020-06-18,operacja w znieczuleniu częściowym,400,2292
2096,2020-06-18,zabieg okulistyczny,200,2293
2097,2020-06-18,konsultacja chirurgiczna,40,2294
2098,2020-06-18,operacja w znieczuleniu częściowym,400,2295
2099,2020-06-18,konsultacja chirurgiczna,40,2296
2100,2020-06-18,zabieg chirurgiczny drobny,100,2297
2101,2020-06-19,RTG,80,2299
2102,2020-06-19,RTG,80,2300
2103,2020-06-19,RTG,80,2301
2104,2020-06-19,wydanie paszportu,100,2303
2105,2020-06-19,testy alergiczne,150,2304
2106,2020-06-20,kontrolna,40,2305
2107,2020-06-21,testy alergiczne,150,2306
2108,2020-06-21,zabieg higieniczny drobny,50,2308
2109,2020-06-21,zabieg higieniczny drobny,50,2309
2110,2020-06-22,zabieg higieniczy duży,80,2310
2111,2020-06-22,Kompleksowy zestaw badań,250,2311
2112,2020-06-22,badanie krwi,60,2312
2113,2020-06-22,kontrolna,40,2313
2114,2020-06-22,kontrolna,40,2315
2115,2020-06-22,badanie krwi,60,2316
2116,2020-06-22,zabieg chirurgiczny drobny,100,2318
2117,2020-06-22,konsultacja chirurgiczna,40,2319
2118,2020-06-22,konsultacja chirurgiczna,40,2320
2119,2020-06-22,operacja pod narkozą,450,2321
2120,2020-06-22,konsultacja chirurgiczna,40,2322
2121,2020-06-22,konsultacja chirurgiczna,40,2323
2122,2020-06-23,EKG,80,2324
2123,2020-06-23,szczepienie,30,2325
2124,2020-06-23,kontrolna,40,2326
2125,2020-06-23,badanie krwi,60,2328
2126,2020-06-23,antykoncepcja,150,2329
2127,2020-06-23,szczepienie,30,2330
2128,2020-06-23,zabieg higieniczny drobny,50,2331
2129,2020-06-23,Kompleksowy zestaw badań,250,2332
2130,2020-06-23,konsultacja chirurgiczna,40,2334
2131,2020-06-23,konsultacja chirurgiczna,40,2335
2132,2020-06-23,operacja pod narkozą,450,2336
2133,2020-06-23,zabieg chirurgiczny drobny,100,2337
2134,2020-06-23,konsultacja chirurgiczna,40,2338
2135,2020-06-24,USG,100,2339
2136,2020-06-24,eutanazja,200,2340
2137,2020-06-24,USG,100,2341
2138,2020-06-24,USG,100,2342
2139,2020-06-24,wydanie paszportu,100,2343
2140,2020-06-24,testy alergiczne,150,2344
2141,2020-06-24,kroplówka witaminowa,50,2345
2142,2020-06-24,kontrolna,40,2347
2143,2020-06-24,EKG,80,2348
2144,2020-06-24,USG,100,2352
2145,2020-06-24,testy alergiczne,150,2353
2146,2020-06-24,zabieg higieniczny drobny,50,2354
2147,2020-06-24,eutanazja,200,2355
2148,2020-06-24,konsultacja chirurgiczna,40,2357
2149,2020-06-24,zabieg chirurgiczny drobny,100,2358
2150,2020-06-24,zabieg chirurgiczny drobny,100,2359
2151,2020-06-24,zabieg okulistyczny,200,2360
2152,2020-06-24,zabieg chirurgiczny drobny,100,2361
2153,2020-06-24,konsultacja chirurgiczna,40,2363
2154,2020-06-24,zabieg chirurgiczny drobny,100,2364
2155,2020-06-24,zabieg chirurgiczny drobny,100,2366
2156,2020-06-24,zabieg chirurgiczny drobny,100,2367
2157,2020-06-25,testy alergiczne,150,2369
2158,2020-06-25,eutanazja,200,2370
2159,2020-06-25,badanie krwi,60,2371
2160,2020-06-25,zabieg ortopedyczny,200,2372
2161,2020-06-25,kontrolna,40,2373
2162,2020-06-25,wydanie paszportu,100,2375
2163,2020-06-25,szczepienie,30,2376
2164,2020-06-25,eutanazja,200,2378
2165,2020-06-25,testy alergiczne,150,2379
2166,2020-06-25,zabieg ortopedyczny,200,2380
2167,2020-06-25,chipowanie,60,2381
2168,2020-06-25,testy alergiczne,150,2382
2169,2020-06-25,eutanazja,200,2383
2170,2020-06-25,zabieg chrurgii zewnętrznej,300,2384
2171,2020-06-25,zabieg chrurgii zewnętrznej,300,2385
2172,2020-06-25,konsultacja chirurgiczna,40,2386
2173,2020-06-25,konsultacja chirurgiczna,40,2387
2174,2020-06-25,zabieg chirurgiczny drobny,100,2388
2175,2020-06-25,zabieg chirurgiczny drobny,100,2389
2176,2020-06-25,zabieg chirurgiczny drobny,100,2390
2177,2020-06-25,konsultacja chirurgiczna,40,2391
2178,2020-06-25,zabieg chirurgiczny drobny,100,2392
2179,2020-06-25,konsultacja chirurgiczna,40,2393
2180,2020-06-25,zabieg chirurgiczny drobny,100,2394
2181,2020-06-25,zabieg chirurgii wewnętrznej,300,2395
2182,2020-06-26,testy alergiczne,150,2396
2183,2020-06-26,zabieg higieniczny drobny,50,2397
2184,2020-06-26,chipowanie,60,2398
2185,2020-06-26,chipowanie,60,2399
2186,2020-06-26,szczepienie,30,2401
2187,2020-06-26,chipowanie,60,2402
2188,2020-06-26,zabieg higieniczy duży,80,2403
2189,2020-06-27,wydanie paszportu,100,2404
2190,2020-06-27,wydanie paszportu,100,2405
2191,2020-06-27,szczepienie,30,2406
2192,2020-06-27,chipowanie,60,2407
2193,2020-06-27,eutanazja,200,2408
2194,2020-06-27,zabieg higieniczy duży,80,2409
2195,2020-06-27,testy alergiczne,150,2410
2196,2020-06-28,wydanie paszportu,100,2411
2197,2020-06-28,zabieg higieniczy duży,80,2412
2198,2020-06-28,antykoncepcja,150,2413
2199,2020-06-29,testy alergiczne,150,2414
2200,2020-06-29,RTG,80,2415
2201,2020-06-29,zabieg higieniczy duży,80,2416
2202,2020-06-29,testy alergiczne,150,2417
2203,2020-06-29,Kompleksowy zestaw badań,250,2418
2204,2020-06-29,zabieg higieniczny drobny,50,2419
2205,2020-06-29,zabieg higieniczny drobny,50,2420
2206,2020-06-29,Kompleksowy zestaw badań,250,2421
2207,2020-06-29,konsultacja chirurgiczna,40,2422
2208,2020-06-29,konsultacja chirurgiczna,40,2423
2209,2020-06-29,zabieg chirurgiczny drobny,100,2424
2210,2020-06-29,konsultacja chirurgiczna,40,2425
2211,2020-06-29,konsultacja chirurgiczna,40,2426
2212,2020-06-29,zabieg chrurgii zewnętrznej,300,2427
2213,2020-06-29,konsultacja chirurgiczna,40,2428
2214,2020-06-29,zabieg okulistyczny,200,2429
2215,2020-06-29,konsultacja chirurgiczna,40,2430
2216,2020-06-29,zabieg chirurgiczny drobny,100,2431
2217,2020-06-29,zabieg chirurgiczny drobny,100,2432
2218,2020-06-29,zabieg chirurgiczny drobny,100,2433
2219,2020-06-29,zabieg chrurgii zewnętrznej,300,2434
2220,2020-06-30,testy alergiczne,150,2435
2221,2020-06-30,wydanie paszportu,100,2436
2222,2020-06-30,szczepienie,30,2437
2223,2020-06-30,testy alergiczne,150,2439
2224,2020-06-30,szczepienie,30,2440
2225,2020-06-30,zabieg ortopedyczny,200,2441
2226,2020-06-30,zabieg ortopedyczny,200,2442
2227,2020-06-30,szczepienie,30,2443
2228,2020-06-30,zabieg higieniczy duży,80,2444
2229,2020-06-30,USG,100,2445
2230,2020-06-30,szczepienie,30,2446
2231,2020-06-30,zabieg higieniczy duży,80,2447
2232,2020-06-30,USG,100,2448
2233,2020-06-30,testy alergiczne,150,2449
2234,2020-06-30,zabieg ortopedyczny,200,2450
2235,2020-06-30,testy alergiczne,150,2451
2236,2020-06-30,konsultacja chirurgiczna,40,2452
2237,2020-06-30,operacja w znieczuleniu częściowym,400,2453
2238,2020-06-30,konsultacja chirurgiczna,40,2454
2239,2020-06-30,konsultacja chirurgiczna,40,2455
2240,2020-06-30,zabieg chrurgii zewnętrznej,300,2456
2241,2020-07-01,kontrolna,40,2457
2242,2020-07-01,zabieg higieniczny drobny,50,2458
2243,2020-07-01,chipowanie,60,2459
2244,2020-07-01,kontrolna,40,2460
2245,2020-07-01,zabieg ortopedyczny,200,2462
2246,2020-07-01,szczepienie,30,2463
2247,2020-07-01,chipowanie,60,2465
2248,2020-07-01,eutanazja,200,2466
2249,2020-07-01,zabieg ortopedyczny,200,2467
2250,2020-07-01,testy alergiczne,150,2468
2251,2020-07-01,EKG,80,2469
2252,2020-07-01,szczepienie,30,2471
2253,2020-07-01,konsultacja chirurgiczna,40,2472
2254,2020-07-01,zabieg chirurgiczny drobny,100,2473
2255,2020-07-01,konsultacja chirurgiczna,40,2474
2256,2020-07-01,zabieg chirurgiczny drobny,100,2475
2257,2020-07-01,zabieg chirurgiczny drobny,100,2476
2258,2020-07-01,zabieg chirurgiczny drobny,100,2477
2259,2020-07-01,zabieg chirurgiczny drobny,100,2478
2260,2020-07-01,konsultacja chirurgiczna,40,2479
2261,2020-07-01,czynsz,-4500,
2262,2020-07-01,firma sprzątająca,-2800,
2263,2020-07-01,opłaty,-900,
2264,2020-07-01,biuro rachunkowe,-500,
2265,2020-07-01,opłaty bankowe,-140,
2266,2020-07-01,pensje dla pracowników,-20460,
2267,2020-07-02,antykoncepcja,150,2480
2268,2020-07-02,badanie krwi,60,2481
2269,2020-07-02,szczepienie,30,2482
2270,2020-07-02,chipowanie,60,2483
2271,2020-07-02,zabieg higieniczny drobny,50,2484
2272,2020-07-02,RTG,80,2485
2273,2020-07-02,szczepienie,30,2486
2274,2020-07-02,USG,100,2487
2275,2020-07-02,kroplówka witaminowa,50,2488
2276,2020-07-02,testy alergiczne,150,2489
2277,2020-07-02,zabieg higieniczy duży,80,2491
2278,2020-07-02,USG,100,2492
2279,2020-07-02,kontrolna,40,2493
2280,2020-07-02,Kompleksowy zestaw badań,250,2494
2281,2020-07-02,testy alergiczne,150,2495
2282,2020-07-02,RTG,80,2496
2283,2020-07-02,badanie krwi,60,2497
2284,2020-07-02,zabieg higieniczy duży,80,2499
2285,2020-07-02,konsultacja chirurgiczna,40,2500
2286,2020-07-02,operacja pod narkozą,450,2501
2287,2020-07-02,zabieg chirurgiczny drobny,100,2502
2288,2020-07-02,konsultacja chirurgiczna,40,2504
2289,2020-07-02,konsultacja chirurgiczna,40,2505
2290,2020-07-02,zabieg chirurgii wewnętrznej,300,2507
2291,2020-07-03,wydanie paszportu,100,2509
2292,2020-07-03,antykoncepcja,150,2511
2293,2020-07-03,wydanie paszportu,100,2512
2294,2020-07-03,badanie krwi,60,2513
2295,2020-07-03,kroplówka witaminowa,50,2514
2296,2020-07-03,USG,100,2515
2297,2020-07-03,kontrolna,40,2516
2298,2020-07-03,zabieg higieniczny drobny,50,2517
2299,2020-07-03,zabieg higieniczny drobny,50,2518
2300,2020-07-03,kontrolna,40,2519
2301,2020-07-03,zabieg ortopedyczny,200,2520
2302,2020-07-03,eutanazja,200,2521
2303,2020-07-04,kroplówka witaminowa,50,2522
2304,2020-07-04,RTG,80,2523
2305,2020-07-04,chipowanie,60,2525
2306,2020-07-04,EKG,80,2526
2307,2020-07-04,eutanazja,200,2527
2308,2020-07-05,kontrolna,40,2528
2309,2020-07-05,antykoncepcja,150,2529
2310,2020-07-05,szczepienie,30,2530
2311,2020-07-05,zabieg higieniczny drobny,50,2532
2312,2020-07-05,USG,100,2534
2313,2020-07-06,eutanazja,200,2535
2314,2020-07-06,zabieg higieniczy duży,80,2536
2315,2020-07-06,kroplówka witaminowa,50,2537
2316,2020-07-06,EKG,80,2538
2317,2020-07-06,EKG,80,2539
2318,2020-07-06,Kompleksowy zestaw badań,250,2540
2319,2020-07-06,zabieg chirurgiczny drobny,100,2542
2320,2020-07-06,zabieg chirurgiczny drobny,100,2543
2321,2020-07-06,zabieg chrurgii zewnętrznej,300,2544
2322,2020-07-06,zabieg chirurgiczny drobny,100,2545
2323,2020-07-06,zabieg okulistyczny,200,2546
2324,2020-07-06,zabieg chirurgiczny drobny,100,2547
2325,2020-07-06,zabieg chirurgiczny drobny,100,2548
2326,2020-07-06,konsultacja chirurgiczna,40,2549
2327,2020-07-07,zabieg higieniczy duży,80,2551
2328,2020-07-07,kroplówka witaminowa,50,2552
2329,2020-07-07,testy alergiczne,150,2553
2330,2020-07-07,szczepienie,30,2555
2331,2020-07-07,RTG,80,2556
2332,2020-07-07,zabieg ortopedyczny,200,2557
2333,2020-07-07,antykoncepcja,150,2558
2334,2020-07-07,badanie krwi,60,2559
2335,2020-07-07,Kompleksowy zestaw badań,250,2560
2336,2020-07-07,EKG,80,2561
2337,2020-07-07,USG,100,2562
2338,2020-07-07,USG,100,2563
2339,2020-07-07,antykoncepcja,150,2564
2340,2020-07-07,RTG,80,2566
2341,2020-07-07,zabieg higieniczny drobny,50,2567
2342,2020-07-07,chipowanie,60,2568
2343,2020-07-07,wydanie paszportu,100,2569
2344,2020-07-07,zabieg chirurgiczny drobny,100,2570
2345,2020-07-07,konsultacja chirurgiczna,40,2571
2346,2020-07-07,operacja w znieczuleniu częściowym,400,2572
2347,2020-07-07,konsultacja chirurgiczna,40,2573
2348,2020-07-07,konsultacja chirurgiczna,40,2574
2349,2020-07-07,zabieg chirurgiczny drobny,100,2575
2350,2020-07-07,zabieg okulistyczny,200,2576
2351,2020-07-07,zabieg okulistyczny,200,2577
2352,2020-07-08,zabieg higieniczy duży,80,2580
2353,2020-07-08,zabieg ortopedyczny,200,2582
2354,2020-07-08,antykoncepcja,150,2583
2355,2020-07-08,wydanie paszportu,100,2584
2356,2020-07-08,zabieg ortopedyczny,200,2585
2357,2020-07-08,chipowanie,60,2586
2358,2020-07-08,zabieg higieniczy duży,80,2587
2359,2020-07-08,EKG,80,2588
2360,2020-07-08,zabieg ortopedyczny,200,2589
2361,2020-07-08,zabieg chirurgiczny drobny,100,2590
2362,2020-07-08,konsultacja chirurgiczna,40,2591
2363,2020-07-08,zabieg chirurgiczny drobny,100,2592
2364,2020-07-08,zabieg okulistyczny,200,2593
2365,2020-07-08,konsultacja chirurgiczna,40,2594
2366,2020-07-08,zabieg chirurgiczny drobny,100,2595
2367,2020-07-08,zabieg chirurgii wewnętrznej,300,2596
2368,2020-07-08,zabieg chirurgiczny drobny,100,2597
2369,2020-07-09,kontrolna,40,2598
2370,2020-07-09,EKG,80,2599
2371,2020-07-09,zabieg higieniczny drobny,50,2600
2372,2020-07-09,testy alergiczne,150,2601
2373,2020-07-09,zabieg higieniczny drobny,50,2602
2374,2020-07-09,kontrolna,40,2603
2375,2020-07-09,EKG,80,2604
2376,2020-07-09,kontrolna,40,2605
2377,2020-07-09,antykoncepcja,150,2606
2378,2020-07-09,wydanie paszportu,100,2607
2379,2020-07-09,zabieg ortopedyczny,200,2608
2380,2020-07-09,RTG,80,2609
2381,2020-07-09,Kompleksowy zestaw badań,250,2610
2382,2020-07-09,antykoncepcja,150,2611
2383,2020-07-09,wydanie paszportu,100,2612
2384,2020-07-09,wydanie paszportu,100,2613
2385,2020-07-09,antykoncepcja,150,2614
2386,2020-07-09,szczepienie,30,2616
2387,2020-07-09,chipowanie,60,2618
2388,2020-07-09,RTG,80,2619
2389,2020-07-09,Kompleksowy zestaw badań,250,2620
2390,2020-07-09,konsultacja chirurgiczna,40,2621
2391,2020-07-09,operacja w znieczuleniu częściowym,400,2622
2392,2020-07-09,konsultacja chirurgiczna,40,2623
2393,2020-07-09,zabieg chirurgiczny drobny,100,2625
2394,2020-07-09,operacja w znieczuleniu częściowym,400,2626
2395,2020-07-09,konsultacja chirurgiczna,40,2627
2396,2020-07-10,EKG,80,2630
2397,2020-07-10,szczepienie,30,2631
2398,2020-07-10,zabieg higieniczny drobny,50,2632
2399,2020-07-10,kontrolna,40,2633
2400,2020-07-10,Kompleksowy zestaw badań,250,2634
2401,2020-07-10,zabieg higieniczy duży,80,2635
2402,2020-07-10,antykoncepcja,150,2636
2403,2020-07-11,chipowanie,60,2637
2404,2020-07-11,Kompleksowy zestaw badań,250,2638
2405,2020-07-12,wydanie paszportu,100,2639
2406,2020-07-12,kroplówka witaminowa,50,2640
2407,2020-07-12,eutanazja,200,2641
2408,2020-07-13,badanie krwi,60,2642
2409,2020-07-13,chipowanie,60,2643
2410,2020-07-13,eutanazja,200,2644
2411,2020-07-13,EKG,80,2645
2412,2020-07-13,zabieg ortopedyczny,200,2646
2413,2020-07-13,zabieg higieniczy duży,80,2647
2414,2020-07-13,zabieg chirurgii wewnętrznej,300,2648
2415,2020-07-13,operacja w znieczuleniu częściowym,400,2649
2416,2020-07-13,zabieg chirurgiczny drobny,100,2650
2417,2020-07-13,zabieg chirurgiczny drobny,100,2651
2418,2020-07-13,konsultacja chirurgiczna,40,2652
2419,2020-07-13,konsultacja chirurgiczna,40,2654
2420,2020-07-13,konsultacja chirurgiczna,40,2655
2421,2020-07-13,zabieg chirurgiczny drobny,100,2656
2422,2020-07-13,konsultacja chirurgiczna,40,2657
2423,2020-07-14,USG,100,2659
2424,2020-07-14,Kompleksowy zestaw badań,250,2660
2425,2020-07-14,kroplówka witaminowa,50,2661
2426,2020-07-14,EKG,80,2662
2427,2020-07-14,kroplówka witaminowa,50,2663
2428,2020-07-14,Kompleksowy zestaw badań,250,2664
2429,2020-07-14,badanie krwi,60,2666
2430,2020-07-14,chipowanie,60,2667
2431,2020-07-14,kontrolna,40,2669
2432,2020-07-14,zabieg okulistyczny,200,2670
2433,2020-07-14,konsultacja chirurgiczna,40,2671
2434,2020-07-14,konsultacja chirurgiczna,40,2672
2435,2020-07-14,zabieg chirurgiczny drobny,100,2673
2436,2020-07-14,operacja w znieczuleniu częściowym,400,2674
2437,2020-07-14,zabieg chirurgiczny drobny,100,2675
2438,2020-07-15,kroplówka witaminowa,50,2678
2439,2020-07-15,kroplówka witaminowa,50,2679
2440,2020-07-15,testy alergiczne,150,2680
2441,2020-07-15,zabieg higieniczy duży,80,2681
2442,2020-07-15,Kompleksowy zestaw badań,250,2682
2443,2020-07-15,badanie krwi,60,2683
2444,2020-07-15,kroplówka witaminowa,50,2685
2445,2020-07-15,kroplówka witaminowa,50,2686
2446,2020-07-15,chipowanie,60,2687
2447,2020-07-15,szczepienie,30,2688
2448,2020-07-15,eutanazja,200,2689
2449,2020-07-15,zabieg chirurgiczny drobny,100,2690
2450,2020-07-15,konsultacja chirurgiczna,40,2691
2451,2020-07-15,zabieg okulistyczny,200,2692
2452,2020-07-15,zabieg chrurgii zewnętrznej,300,2693
2453,2020-07-15,operacja w znieczuleniu częściowym,400,2696
2454,2020-07-16,Kompleksowy zestaw badań,250,2697
2455,2020-07-16,wydanie paszportu,100,2698
2456,2020-07-16,szczepienie,30,2699
2457,2020-07-16,EKG,80,2700
2458,2020-07-16,zabieg higieniczny drobny,50,2701
2459,2020-07-16,zabieg higieniczy duży,80,2702
2460,2020-07-16,kroplówka witaminowa,50,2703
2461,2020-07-16,zabieg higieniczy duży,80,2706
2462,2020-07-16,zabieg higieniczny drobny,50,2707
2463,2020-07-16,kontrolna,40,2708
2464,2020-07-16,zabieg higieniczy duży,80,2709
2465,2020-07-16,kontrolna,40,2710
2466,2020-07-16,RTG,80,2711
2467,2020-07-16,kontrolna,40,2712
2468,2020-07-16,EKG,80,2713
2469,2020-07-16,kontrolna,40,2714
2470,2020-07-16,RTG,80,2715
2471,2020-07-16,zabieg higieniczny drobny,50,2716
2472,2020-07-16,eutanazja,200,2717
2473,2020-07-16,konsultacja chirurgiczna,40,2718
2474,2020-07-16,konsultacja chirurgiczna,40,2719
2475,2020-07-16,operacja pod narkozą,450,2720
2476,2020-07-16,zabieg chirurgiczny drobny,100,2721
2477,2020-07-16,zabieg chrurgii zewnętrznej,300,2722
2478,2020-07-16,konsultacja chirurgiczna,40,2724
2479,2020-07-16,konsultacja chirurgiczna,40,2725
2480,2020-07-16,konsultacja chirurgiczna,40,2726
2481,2020-07-16,konsultacja chirurgiczna,40,2727
2482,2020-07-16,konsultacja chirurgiczna,40,2728
2483,2020-07-17,zabieg higieniczny drobny,50,2729
2484,2020-07-17,zabieg higieniczy duży,80,2730
2485,2020-07-17,kontrolna,40,2731
2486,2020-07-17,kontrolna,40,2732
2487,2020-07-17,kroplówka witaminowa,50,2734
2488,2020-07-17,EKG,80,2735
2489,2020-07-17,chipowanie,60,2736
2490,2020-07-17,badanie krwi,60,2737
2491,2020-07-17,antykoncepcja,150,2738
2492,2020-07-17,chipowanie,60,2739
2493,2020-07-17,kontrolna,40,2740
2494,2020-07-18,kontrolna,40,2741
2495,2020-07-18,USG,100,2742
2496,2020-07-18,Kompleksowy zestaw badań,250,2744
2497,2020-07-19,eutanazja,200,2745
2498,2020-07-19,Kompleksowy zestaw badań,250,2746
2499,2020-07-20,EKG,80,2749
2500,2020-07-20,RTG,80,2750
2501,2020-07-20,testy alergiczne,150,2751
2502,2020-07-20,Kompleksowy zestaw badań,250,2752
2503,2020-07-20,EKG,80,2753
2504,2020-07-20,badanie krwi,60,2754
2505,2020-07-20,zabieg higieniczny drobny,50,2755
2506,2020-07-20,zabieg chirurgiczny drobny,100,2756
